input,given,family,orcid,name,identifier,department,degree,start,end
Jung Lee,Jung Seung,Lee,0000-0002-7722-0461,Yonsei University,26721,Biotechnology,B.S.,2004,2011
Jung Lee,Jung-Hoon,Lee,0000-0002-1980-6181,Hanyang University,26716,materials science,Ph.D,2010,2020
Jung Lee,Jung Kuk,Lee,0000-0003-1874-449X,Yonsei University Wonju College of Medicine,,Department of Biostatistics,,2018,
Jung Lee,Jung Eun,Lee,0000-0001-7807-2838,Ohio State University,2647,Consumer Sciences,Ph.D.,,
Jung Lee,Jung Pyo,Lee,0000-0002-4714-1260,,,,,,
Jung Lee,Tang Jung,Lee,0009-0002-6368-7834,,,,,,
Jung Lee,Jung Hyun,Lee,0000-0002-9219-6244,,,,,,
Jung Lee,Yoon-Jung,Lee,0000-0003-1843-7836,University of Wisconsin Madison,5228,"Environment, Textiles, and Design",Ph.D.,1993,2001
Jung Lee,Yoon-Jung,Lee,0000-0003-1843-7836,Seoul National University,26725,Clothing and Textiles,Master,1991,1993
Jung Lee,Yoon-Jung,Lee,0000-0003-1843-7836,Seoul National University,26725,Clothing and Textiles,Bachelor,1986,1991
Jung Lee,Hyo-Jung,Lee,0000-0002-0439-7389,Seoul National University School of Dentistry,50095,,PhD,,2011
Jung Lee,Hyo-Jung,Lee,0000-0002-0439-7389,Boston University Henry M Goldman School of Dental Medicine,50924,,MSD,,2005
Jung Lee,Hyo-Jung,Lee,0000-0002-0439-7389,Seoul National University School of Dentistry,50095,,DDS,,2000
Jung Lee,Jung-Seok,Lee,0000-0002-1038-8948,,,,,,
Jung Lee,Chia-Jung,Lee,0000-0002-9416-5468,,,,,,
Jung Lee,Jai Jung,Lee,0000-0001-5613-3484,,,,,,
Jung Lee,Min Jung,Lee,0000-0002-9759-0355,,,,,,
Jung Lee,jung hyun,lee,0000-0002-7702-6925,,,,,,
Jung Lee,Jung-Soo,Lee,0000-0001-5891-7733,,,,,,
Jung Lee,Jung-Ho,Lee,0000-0002-0672-5817,,,,,,
Jung Lee,Hyun Jung ,Lee,0000-0001-8105-821X,,,,,,
Jung Lee,Hyun-Jung,Lee,0000-0003-4925-5867,,,,,,
Jung Lee,Mi-Jung,Lee,0000-0003-3244-9171,,,,,,
Jung Lee,Hyo Jung,Lee,0000-0002-3835-9647,,,,,,
Jung Lee,Jung-Hyun,Lee,0000-0003-1913-0027,University of Erlangen-Nuremberg,grid.5330.5,Biology,Dr. rer. nat.,,
Jung Lee,Jung-Hyun,Lee,0000-0003-1913-0027,Ewha Womans University,26717,Life and Pharmaceutical Sciences,M.S.,,
Jung Lee,Jung-Hyun,Lee,0000-0003-1913-0027,Ewha Womans University,26717,Life Science,B.S.,,
Jung Lee,Jung Hyun,Lee,0000-0003-4167-2092,,,,,,
Jung Lee,Jung-Hee,Lee,0000-0002-0342-6360,,,,,,
Jung Lee,lim jung,Lee,0009-0006-3490-8799,,,,,,
Jung Lee,Jung Hun,Lee,0009-0008-6367-9694,,,,,,
Jung Lee,Jung Ah,Lee,0000-0003-3125-7805,,,,,,
Jung Lee,Min Jung,Lee,0009-0002-3280-2246,,,,,,
Jung Lee,Jung Joo,Lee,0009-0008-9414-7578,Dongguk University,https://ror.org/057q6n778,Department of Police Administration,B.S. in Criminal Science / B.A. in Police Science,2020,2024
Jung Lee,Woo Jung,Lee,0000-0003-2989-1487,,,,,,
Jung Lee,Eun Jung,Lee,0000-0003-2257-9319,Columbia University,,Biomedical Engineering,Biomedical Engineering,2001,2007
Jung Lee,Jung Yun,Lee,0000-0001-7845-254X,Georgia Institute of Technology,1372,Mechanical Engineering,PhD,2015,2020
Jung Lee,Sei-Jung,Lee,0009-0005-9979-4692,,,,,,
Jung Lee,Jung-Sook,Lee,0000-0003-2426-2104,University of North Carolina at Chapel Hill,2331,Social Work,PhD,2003,2008
Jung Lee,Jung-Sook,Lee,0000-0003-2426-2104,The University of North Carolina at Chapel Hill,2331,Social Work,Master of Social Work,2003,2005
Jung Lee,Jung-Sook,Lee,0000-0003-2426-2104,Seoul National University,26725,Home Economics and Child Development,Bachelor of Arts,1991,1995
Jung Lee,Jung-Hee,Lee,0000-0001-8771-1996,,,,,,
Jung Lee,Jung-Hwan,Lee,0000-0001-8678-5459,Yonsei University College of Dentistry,65513,Dental biomaterials and bioengineering,Ph D,2011,2015
Jung Lee,Jung-Hwan,Lee,0000-0001-8678-5459,Dankook University College of Dentistry,145566,,DDS,2005,2011
Jung Lee,Ki Jung,Lee,0000-0003-1055-5993,,,,,,
Jung Lee,Jung Weon,LEE,0000-0003-2722-8200,University of North Carolina at Chapel Hill,2331,Department of Pharmacology,PhD,1996,2000
Jung Lee,Jung Ryeol,Lee,0000-0003-3743-2934,,,,,,
Jung Lee,Jung Goo,Lee,0000-0003-3393-2667,Inje University College of Medicine,71642,Psychiatry,Associate Professor,2015,
Jung Lee,Jung-Min,Lee,0000-0002-8033-0725,University of Tennessee at Knoxville,https://ror.org/020f3ap87,"Kinesiology, Recreation, and Sport Studies",MS,,
Jung Lee,Jung-Min,Lee,0000-0002-8033-0725,Iowa State University,https://ror.org/04rswrd78,Department of Kinesiology,Ph.D,,
Jung Lee,Jung Min,Lee,0000-0001-6143-2462,,,,,,
Jung Lee,Jung Myoung,Lee,0000-0002-6830-740X,North Carolina State University,6798,Wood and Paper Science,Ph.D.,,
Jung Lee,JUNG EUN,LEE,0000-0003-0917-2872,,,,,,
Jung Lee,Jung Woo,Lee,0000-0003-1850-1746,,,,,,
Jung Lee,Jung Min,Lee,0000-0002-4916-5485,UNC Greensboro School of Nursing,16136,School of Nursing,PhD student,2017,2020
Jung Lee,Jung Min,Lee,0000-0002-4916-5485,Hallym University,26727,Department of Nursing,MSN,2014,2016
Jung Lee,Jung-Chieh,Lee,0000-0001-7605-6463,,,,,,
Jung Lee,Jung Soo,Lee,0000-0001-8508-4132,,,,,,
Jung Lee,Jung-Hyun,Lee,0000-0001-8755-058X,,,,,,
Jung Lee,Jung-Hoon,Lee,0000-0002-2983-678X,,,,,,
Jung Lee,Jung Hun,Lee,0000-0003-3696-0225,,,,,,
Jung Lee,JUNG-TAI,LEE,0000-0003-1450-5811,National Central University,34911,Civil Engineering,Ph. D,2000,2005
Jung Lee,Jung Heon,Lee,0000-0002-9864-1775,,,,,,
Jung Lee,Hee-Jung,Lee,0000-0001-8691-6981,,,,,,
Jung Lee,Jung-Yun,Lee,0000-0001-7948-1350,Seoul National University College of Medicine,37990,Obstetrics and Gynecology,PhD,2010,2015
Jung Lee,Jung-Yun,Lee,0000-0001-7948-1350,Seoul National University College of Medicine,37990,Obstetrics and Gynecology,MS,2008,2010
Jung Lee,Jung-Yun,Lee,0000-0001-7948-1350,Hanyang University College of Medicine,,,MD,1999,2005
Jung Lee,Cheol-Jung,Lee,0000-0002-0322-2018,,,,,,
Jung Lee,Amy Jung Min ,Lee,0000-0002-2223-4807,,,,,,
Jung Lee,Jung-Min Mina,Lee,0000-0002-0218-059X,,,,,,
Jung Lee,Keun Jung Lee,Lee,0000-0002-7171-3839,,,,,,
Jung Lee,Mads Jung Them,Lee,0000-0002-0754-7960,,,,,,
Jung Lee,Andie (Jung Won),Lee,0000-0002-1415-4137,,,,,,
Jung Lee,LEE JUNG WOO,LEE,0000-0002-6082-7435,,,,,,
Jung Lee,Christina Hyo-Jung,Lee,0000-0003-4616-0870,,,,,,
Jung Lee,Chloe Hyun-Jung,Lee,0000-0002-6232-7119,University of Oxford,https://ror.org/052gg0110,,DPhil,2019,2022
Jung Lee,Chloe Hyun-Jung,Lee,0000-0002-6232-7119,ETH Zürich,https://ror.org/05a28rw58,Systems biology,M.S.,2016,2018
Jung Lee,David Jung-Hwi,Lee,0000-0001-8644-6545,,,,,,
Jung Lee,Amy Pei-jung,Lee,0000-0001-8929-7303,,,,,,
Jung Lee,Grace Jung Eun,Lee,0009-0002-5864-9032,,,,,,
Jung Lee,Susan Shin-Jung,Lee,0000-0001-5162-2414,,,,,,
Jung Lee,Jay Jung Jae,Lee,0000-0001-9704-2116,University of Edinburgh,https://ror.org/01nrxwf90,School of Health in Social Science,Ph.D. ,,
Jung Lee,Jung Wha (Jenny),Lee,0000-0002-7068-6760,,,,,,
Ryan Petterson,Ryan,Petterson,0000-0002-5697-6390,,,,,,
Celina E. Salazar,Amelia Celina ,Colina Salazar,0000-0003-1348-414X,,,,,,
Celina E. Salazar,Celina Guadalupe,Suárez Salazar,0009-0005-9498-0277,,,,,,
Celina E. Salazar,Judith Celina,Espinoza Salazar,0009-0001-7441-5650,,,,,,
Celina E. Salazar,GLADIZ CELINA,SALAZAR JIMENEZ,0009-0004-2751-0614,,,,,,
Jessica Sisco,Jessica,Sisco,0009-0001-7727-737X,,,,,,
Eric D. Crandall,Eric,Crandall,0000-0001-8580-3651,Boston University,1846,Biology,PhD,2002,2008
Eric D. Crandall,Eric,Crandall,0000-0001-8580-3651,University of California Berkeley,1438,Integrative Biology,B.A.,1994,1998
Sarah A. Graber,Sarah,Graber,0000-0003-3553-4144,,,,,,
Sarah A. Graber,Sarah,Graber,0000-0002-6058-0874,,,,,,
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-0649-9629,Instituto Politécnico Nacional,27740,CICATA,PhD,2012,2017
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-0649-9629,Instituto tecnologico de Veracruz,,Mechanical,Master,1997,2001
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-1099-1341,,,,,,
Julio Anacleto Gutierrez,Julio,Gutierrez,0009-0000-4185-3569,,,,,,
Julio Anacleto Gutierrez,Julio,Gutierrez,0009-0002-9293-0020,,,,,,
Julio Anacleto Gutierrez,Julio,Gutierrez,0000-0002-2536-6055,,,,,,
Julio Anacleto Gutierrez,Julio,Torres Gutierrez,0000-0002-4062-3320,,,,,,
Julio Anacleto Gutierrez,JULIO,GUTIERREZ RIOS,0000-0001-9280-7992,Universidad Politécnica de Madrid,16771,ETS de Ingenieros de Telecomunicación,Doctor Ingeniero de Telecomunicación,1977,1981
Julio Anacleto Gutierrez,JULIO,GUTIERREZ RIOS,0000-0001-9280-7992,Universidad Politécnica de Madrid,16771,ETS de Ingenieros de Telecomunicación,Ingeniero superior de Telecomunicación,1970,1977
Julio Anacleto Gutierrez,Julio,Quihue GUTIERREZ ,0009-0000-3161-9672,,,,,,
Julio Anacleto Gutierrez,Julio,Gutierrez-Rengifo,0009-0005-9510-8456,,,,,,
Julio Anacleto Gutierrez,Julio,Barreno Gutierrez,0000-0002-1182-1694,Universidad de Sevilla,16778,Proyectos Arquitectónicos,Doctor en Arquitectura,2003,2015
Julio Anacleto Gutierrez,Julio,Barreno Gutierrez,0000-0002-1182-1694,Universidad de Sevilla,16778,,Licenciado en Arquitectura,1990,1996
Julio Anacleto Gutierrez,Julio,Gutierrez Calderón ,0000-0001-7955-3254,,,,,,
Julio Anacleto Gutierrez,JULIO,GUTIERREZ LAGUNA,0009-0002-6328-5085,,,,,,
Julio Anacleto Gutierrez,Julio Abel,Gutierrez,0009-0005-6712-9911,,,,,,
Julio Anacleto Gutierrez,Julio Gabriel,Gutierrez,0009-0008-3642-9550,,,,,,
Julio Anacleto Gutierrez,J. Julio,Gutierrez,0000-0003-3539-0320,,,,,,
Julio Anacleto Gutierrez,Julio Cesar,Chocce Gutierrez,0000-0002-0611-6528,,,,,,
Julio Anacleto Gutierrez,Julio Cesar,Gutierrez Cardenas,0000-0001-9963-7113,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR ,CHAMPI GUTIERREZ,0000-0001-6634-1957,,,,,,
Julio Anacleto Gutierrez,Julio Cesar ,Gutierrez Salinas ,0000-0002-3281-862X,Universidad Autónoma de Nuevo León Facultad de Contaduría y Administración,250521,,,,
Julio Anacleto Gutierrez,Julio Enrique,Reyna Gutierrez,0000-0001-5801-4366,Universidad Nacional Mayor de San Marcos,33209,Facultad de Odontología,Magíster en Estomatología,2016,
Julio Anacleto Gutierrez,Julio Enrique,Reyna Gutierrez,0000-0001-5801-4366,Universidad Particular Inca Garcilaso de la Vega,33215,Facultad de Estomatología,Diplomatura en Rehabilitación Oral Adhesiva,2016,2017
Julio Anacleto Gutierrez,Julio Enrique,Reyna Gutierrez,0000-0001-5801-4366,Universidad Nacional Mayor de San Marcos,33209,Facultad de Odontología,Especialidad en Periodoncia,2014,2015
Julio Anacleto Gutierrez,Julio Enrique,Reyna Gutierrez,0000-0001-5801-4366,Universidad Nacional Mayor de San Marcos,33209,Facultad de Odontología,Diplomatura en Implantología Oral,2013,2014
Julio Anacleto Gutierrez,JULIO CESAR ,GUTIERREZ CONDORI,0009-0000-3511-0769,,,,,,
Julio Anacleto Gutierrez,Julio Miguel,Navarro Gutierrez,0000-0002-0299-0242,,,,,,
Julio Anacleto Gutierrez,Julio Jeanpierre,Gutierrez Morales,0000-0003-0598-8129,,,,,,
Julio Anacleto Gutierrez,Julio César,Gutierrez Briceño,0000-0001-9101-8123,Servicio Nacional de Aprendizaje ,,Bolivar,Tecnico Profesional en Gestion de Recursos Naturales,2002,2004
Julio Anacleto Gutierrez,julio cesar,gutierrez magaña,0009-0003-0522-3174,,,,,,
Julio Anacleto Gutierrez,JULIO ALBERTO,GUTIERREZ VIERA,0000-0002-3545-2168,Universidad de Piura,113069,,MAESTRIA EN SEGURIDAD Y SALUD EN EL TRABAJO,2019,
Julio Anacleto Gutierrez,JULIO ALBERTO,GUTIERREZ VIERA,0000-0002-3545-2168,Universidad Nacional Mayor de San Marcos,http://dx.doi.org/10.13039/501100008786,,MAESTRIA EN ECONOMIA CON MENCION EN GESTION ECONOMICA DE RIESGOS DE DESASTRES Y DESARROLLO SOSTENIBLE,2019,
Julio Anacleto Gutierrez,JULIO ALBERTO,GUTIERREZ VIERA,0000-0002-3545-2168,Universidad Nacional Mayor de San Marcos,http://dx.doi.org/10.13039/501100008786,,DOCTORADO EN GESTIÓN ECONÓMICA GLOBAL,2017,
Julio Anacleto Gutierrez,JULIO ALBERTO,GUTIERREZ VIERA,0000-0002-3545-2168,Universidad Nacional Agraria La Molina,113018,,MAESTRÍA EN MEDIO AMBIENTE – MENCIÓN INGENIERÍA EN RECURSOS HÍDRICOS,2007,2009
Julio Anacleto Gutierrez,JULIO ALBERTO,GUTIERREZ VIERA,0000-0002-3545-2168,Universidad Nacional Mayor de San Marcos,33209,,INGENIERO GEOGRAFO,1989,2003
Julio Anacleto Gutierrez,Mike Julio,Gutierrez Figueroa,0000-0003-4711-7380,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ VALDERRAMA,0000-0002-0974-5987,,,,,,
Julio Anacleto Gutierrez,Julio Alvaro,Gutierrez Gallegos,0000-0002-7545-3755,Universidad Peruana de Ciencias Aplicadas,33217,Ingeniería Civil ,,2016,2019
Julio Anacleto Gutierrez,Julio Armando,Gutierrez Benites,0000-0001-9291-4536,,,,,,
Julio Anacleto Gutierrez,Joseph julio ,Gutierrez Macedo,0000-0002-1370-1768,,,,,,
Julio Anacleto Gutierrez,Julio César,Beteta Gutierrez,0000-0002-9022-1717,,,,,,
Julio Anacleto Gutierrez,julio cesar,urdanegui gutierrez,0000-0003-2065-0388,,,,,,
Julio Anacleto Gutierrez,Manuel Julio,Condori Gutierrez,0000-0001-8647-0123,,,,,,
Julio Anacleto Gutierrez,Julio Cesar,Mendez Gutierrez,0009-0005-3136-2834,instituto tecnologico superior de irapuato,,Maestría en ingeniería eléctrica,estudiante,2022,
Julio Anacleto Gutierrez,Julio Cesar,Melendez Gutierrez,0000-0002-8860-4049,,,,,,
Julio Anacleto Gutierrez,Julio Alessandro,Raymundo Gutierrez,0000-0003-2786-8611,,,,,,
Julio Anacleto Gutierrez,Julio Cesar,Gutierrez Piscoya ,0000-0003-1257-9948,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,ACROTA GUTIERREZ,0009-0008-7268-2510,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ MEDINA,0000-0003-3411-4498,,,,,,
Julio Anacleto Gutierrez,LENDER JULIO,GUTIERREZ SEGURA,0009-0001-2254-6448,,,,,,
Julio Anacleto Gutierrez,Julio Cesar,Tauca Gutierrez,0009-0000-7431-2507,,,,,,
Julio Anacleto Gutierrez,Julio Rodrigo,Escartin Gutierrez,0009-0007-4441-5557,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ FLORES,0009-0009-5185-9775,,,,,,
Julio Anacleto Gutierrez,Segundo Julio,Sarmiento Gutierrez,0009-0009-7402-2740,Pontificia Universidad Católica del Perú,http://dx.doi.org/10.13039/501100011871,EDUCACIÓN,DOCTOR EN EDUCACIÓN,1990,1990
Julio Anacleto Gutierrez,Segundo Julio,Sarmiento Gutierrez,0009-0009-7402-2740,UNIVERSIDAD NACIONAL DE CAJAMARCA,,EDUCACIÓN,GUÍA DE TURISMO,1977,1979
Julio Anacleto Gutierrez,Segundo Julio,Sarmiento Gutierrez,0009-0009-7402-2740,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,EDUCACIÓN,PROFESOR DE EDUCACIÓN SECUNDARIA,1961,1965
Julio Anacleto Gutierrez,JULIO MANUEL,GUTIERREZ SANDOVAL ,0009-0008-8026-4159,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,LEIVA GUTIERREZ,0000-0001-5373-2107,,,,,,
Julio Anacleto Gutierrez,Julio cesar,Gutierrez flores,0009-0007-7278-6793,,,,,,
Julio Anacleto Gutierrez,Julio Gerald ,Gutierrez Romero ,0009-0003-4491-0671,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ VELASQUEZ,0009-0004-9463-3630,Universidad Nacional de Ingenierias,http://dx.doi.org/10.13039/501100013459,INGENIERÍA ECONÓMICA,6TO CICLO,,
Julio Anacleto Gutierrez,Julio Cesar,Gutierrez Alata,0009-0008-3529-5757,,,,,,
Julio Anacleto Gutierrez,Diego Julio,Gutierrez Velarde,0009-0002-6725-8279,,,,,,
Julio Anacleto Gutierrez,Julio Andres,Guano Gutierrez,0009-0000-9197-8466,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ CONDORI,0000-0002-7452-0135,,,,,,
Julio Anacleto Gutierrez,Julio César ,Arauz Gutierrez ,0009-0005-4983-8941,,,,,,
Julio Anacleto Gutierrez,Julio Armando,Cuellar Gutierrez ,0009-0008-5181-545X,Universidad Politécnica de Madrid,https://ror.org/03n6nwv02,"ETSI en Topografia, Geodesia y Cartografia",Doctor en Ingenieria Geomatica,2023,2029
Julio Anacleto Gutierrez,Julio Armando,Cuellar Gutierrez ,0009-0008-5181-545X,Universidad Distrital Francisco José de Caldas,https://ror.org/02jsxd428,Ingenieria,Master en Ciencias de la Informacion y las Comunicaciones con enfasis en Geomatica,2018,2022
Julio Anacleto Gutierrez,Julio Armando,Cuellar Gutierrez ,0009-0008-5181-545X,Universidad Distrital Francisco José de Caldas,https://ror.org/02jsxd428,Medio Ambiente y Recursos Naturales,Ingeniero en Topografia,2008,2014
Julio Anacleto Gutierrez,JULIO CESAR,SANCHEZ GUTIERREZ,0009-0004-8032-0641,Universidad César Vallejo,https://ror.org/0297axj39,LA LIBERTAD,MAESTRIA EN ADMINISTRACION DE LA EDUCACIÓN,2024,
Julio Anacleto Gutierrez,julio cesar,gutierrez quintana,0000-0003-0413-6776,Universidad Ricardo Palma,33224,lima,arquitecto,1978,
Julio Anacleto Gutierrez,Julio Cesar ,Canales Gutierrez,0009-0000-6977-6817,,,,,,
Julio Anacleto Gutierrez,Enrique Julio,Gutierrez Reyes,0009-0009-8406-5066,,,,,,
Julio Anacleto Gutierrez,Julio Eduardo,Adriazola Gutierrez,0000-0002-0798-874X,Universidad Católica de Los Ángeles de Chimbote,187067,Escuela Profesional de Ingenieria de Sistemas,Bachiller en Ingeniero de Sistemas,2002,2010
Julio Anacleto Gutierrez,Julio David,Gutierrez Chilque,0009-0007-2500-1949,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR ,GUTIERREZ SIHUIN,0009-0003-3367-3981,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,RAMIREZ GUTIERREZ,0000-0001-5436-3032,Universidad César Vallejo,https://ror.org/0297axj39,Piura,Maestro en Psicología Educativa,2025,
Julio Anacleto Gutierrez,JULIO CESAR,RAMIREZ GUTIERREZ,0000-0001-5436-3032,Universidad César Vallejo,https://ror.org/0297axj39,Piura,Licenciado en Psicología ,2021,2024
Julio Anacleto Gutierrez,JULIO GUSTAVO,GUTIERREZ VILLAFUERTE,0009-0009-6114-9005,,,,,,
Julio Anacleto Gutierrez,Julio Gabriel ,Gutierrez Valcarcel,0009-0006-9867-3642,,,,,,
Julio Anacleto Gutierrez,Ernesto Julio,García Gutierrez,0009-0007-8663-9698,,,,,,
Julio Anacleto Gutierrez,julio cesar,gutierrez robledo,0009-0009-0349-0184,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,CANO GUTIERREZ,0000-0001-7803-6706,Universidad Autónoma de Baja California,http://dx.doi.org/10.13039/501100007228,"Facultad de Ingeniería, Arquitectura y Diseño",Dr.,2015,2020
Julio Anacleto Gutierrez,JULIO CESAR,CANO GUTIERREZ,0000-0001-7803-6706,Centro de Enseñanza Técnica y Superior,,Posgrado de Ingeniería,Maestría en Tecnología de Redes e Informática,2005,2008
Julio Anacleto Gutierrez,JULIO CESAR,CANO GUTIERREZ,0000-0001-7803-6706,Centro de Enseñanza Técnica y Superior,,Colegio de Ingeniería,Ingeniero Industrial,1998,2004
Julio Anacleto Gutierrez,Alexis Julio,Santos Gutierrez ,0009-0008-7924-3596,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ LOPEZ,0009-0004-7579-2353,,,,,,
Julio Anacleto Gutierrez,Jose Julio,Gutierrez Mujica,0000-0002-2078-0169,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,GUTIERREZ GUERRERO,0009-0000-2972-6583,,,,,,
Julio Anacleto Gutierrez,JULIO CESAR,CARRIÓN GUTIERREZ,0009-0002-2661-4775,,,,,,
Julio Anacleto Gutierrez,Jose Julio,Gutierrez Moreno,0000-0002-1564-9879,University of Ioannina Department of Materials Science and Engineering,421107,,PhD ,2011,2014
Julio Anacleto Gutierrez,Jose Julio,Gutierrez Moreno,0000-0002-1564-9879,University of Granada,,Physics,,2004,2010
Julio Anacleto Gutierrez,Julio Cesar,Gutierrez Cutipa,0009-0009-0788-5968,,,,,,
Julio Anacleto Gutierrez,Julio Cesar ,Gutierrez Leyva ,0009-0004-3787-8906,,,,,,
Julio Anacleto Gutierrez,JULIO JOSE,SANCHEZ GUTIERREZ,0009-0007-0989-8127,National University of Trujillo,https://ror.org/001b4cb05,LA LIBERTAD,BACHILLER EN ECONOMIA ,,
Julio Anacleto Gutierrez,JULIO JOSE,SANCHEZ GUTIERREZ,0009-0007-0989-8127,National University of Trujillo,https://ror.org/001b4cb05,LA LIBERTAD,ECONOMISTA,,
Julio Anacleto Gutierrez,JULIO CESAR,SAN JUAN GUTIERREZ,0000-0002-7400-5889,,,,,,
Julio Anacleto Gutierrez,JULIO JOSEPH ANDREE,GUTIERREZ FERNANDEZ,0009-0001-4912-1861,,,,,,
Julio Anacleto Gutierrez,Juan Julio Christian,Diaz Gutierrez,0000-0002-6642-1911,,,,,,
Sikina Jinnah,Sikina,Jinnah,0000-0003-4528-3000,University of California Berkeley,1438,"Environmental Science, Policy, and Management",PHD,2003,2008
Shannon K. Murphy,Shannon,Murphy,0000-0001-7510-0493,Temple University,grid.264727.2,,,,
Shannon K. Murphy,Shannon,Murphy,0000-0002-6975-421X,,,,,,
Shannon K. Murphy,Shannon,Murphy,0000-0003-2800-5156,,,,,,
Shannon K. Murphy,Shannon,Murphy,0000-0002-6172-4948,,,,,,
Shannon K. Murphy,Shannon,Murphy,0000-0002-7505-3460,University of Oxford,6396,St Peter's College,,,
Shannon K. Murphy,Shannon,Murphy,0000-0002-2062-5628,Columbia University,5798,,,2016,2018
Shannon K. Murphy,Shannon,Murphy,0000-0001-7196-3849,,,,,,
Shannon K. Murphy,Shannon,Murphy,0009-0009-8118-9207,,,,,,
Shannon K. Murphy,Shannon,Murphy,0000-0001-7429-9365,,,,,,
Shannon K. Murphy,Shannon,Murphy,0000-0002-5746-6536,Cornell University,5922,Ecology and Evolutionary Biology,PhD,1998,2005
Shannon K. Murphy,Shannon,Murphy,0000-0002-5746-6536,University of Colorado Boulder,1877,Ecology and Evolutionary Biology,BA,1993,1997
Shannon K. Murphy,Shannon,Murphy,0000-0003-4544-1400,Cornell University,5922,Department of Microbiology,Ph.D.,2016,2021
Shannon K. Murphy,Shannon,Murphy,0000-0003-4544-1400,State University of New York at Geneseo,http://dx.doi.org/10.13039/100008679,,B.S. Biochemistry,2012,2016
Virginia Rich,Virginia,Rich,0000-0003-0558-102X,,,,,,
Rowan Alexi Roderick-Jones,Rowan,Jones,0009-0008-5426-7970,,,,,,
Rowan Alexi Roderick-Jones,Rowan,Jones,0009-0005-9308-9124,,,,,,
Rowan Alexi Roderick-Jones,Rowan,Earp-Jones,0000-0002-1808-2089,Cape Peninsula University of Technology - Bellville Campus,146301,Mechanical Engineering,Btech: Mechanical Engineer,2013,2017
Rowan Alexi Roderick-Jones,Rowan,pritchard jones,0000-0002-0549-7146,,,,,,
Rowan Alexi Roderick-Jones,Rowan,Jones-Brown,0009-0005-5884-5860,,,,,,
Rowan Alexi Roderick-Jones,Rowan Maggie,Jones,0009-0002-9502-9713,,,,,,
William H. Satterthwaite,William,Satterthwaite,0000-0002-0436-7390,"University of California, Santa Cruz",http://dx.doi.org/10.13039/100006358,Ecology and Evolutionary Biology,PhD,2000,2004
William H. Satterthwaite,William,Satterthwaite,0000-0002-0436-7390,"University of California, Berkeley",https://ror.org/01an7q238,Integrative Biology,BA,1995,1999
Joseph Talavera II,Joseph,Galloway II,0000-0002-3023-6466,,,,,,
Joseph Talavera II,Joseph,Milazzo II,0000-0002-1064-1173,,,,,,
Joseph Talavera II,Joseph,Dale II,0000-0001-7566-4862,,,,,,
Joseph Talavera II,Joseph,Desrosiers II,0009-0009-8548-2312,,,,,,
Joseph Talavera II,Joseph,Goueth II,0009-0008-3837-942X,,,,,,
Joseph Talavera II,Joseph,"Herman, II",0000-0001-5763-0183,University of Florida,https://ror.org/02y3ad647,Health and Human Performance,Doctorate in Philosophy,2021,2024
Joseph Talavera II,W. Joseph,Young II,0000-0002-7112-5332,Mississippi State University,5547,Mechanical Engineering,Ph. D.,2016,
Joseph Talavera II,W. Joseph,Young II,0000-0002-7112-5332,Mississippi State University,5547,Mechanical Engineering,M.S. ,2014,2016
Joseph Talavera II,W. Joseph,Young II,0000-0002-7112-5332,Mississippi State University,5547,Mechanical Engineering,B. S. ,2010,2013
Joseph Talavera II,Joseph T.,Altobelli II,0000-0001-7717-9131,Grand Valley State University,1142,Biology,Master's of Science,2014,2017
Joseph Talavera II,Joseph T.,Altobelli II,0000-0001-7717-9131,University of Tennessee Knoxville,4292,Ecology and Evolutionary Biology,Bachelors,2008,2012
Joseph Talavera II,B. Joseph,Pine II,0000-0002-5420-4856,,,,,,
Joseph Talavera II,Dr Joseph ,Anderson II,0009-0009-7206-8139,,,,,,
Joseph Talavera II,Franz Joseph,"Yoshiy, II",0000-0002-8626-8619,University of Santo Tomas,37572,The Graduate School,Master of Arts (Major in Philosophy),2018,
Joseph Talavera II,Joseph Enyia,Ekpang II,0009-0008-9799-1117,,,,,,
